Date,log_return,vol_zscore,volume_zscore,momentum,state,regime,posterior_top_prob,posterior_margin,posterior_entropy,realized_vol,base_exposure,raw_position,position,strategy_gross_ret,turnover,trans_cost,strategy_net_ret,bah_ret,strategy_cum,bah_cum
2015-11-30,-0.0041606593367408615,-1.6275446377628746,0.582277974902116,-0.0005932890191239,2,Chop,0.9993696786818108,0.9987395312404236,0.005276736321050445,0.12091057346861621,1.2405862919749884,1.2405862919749884,1.2397991850411838,-0.005158382054925312,0.0002983909774603166,5.967819549206332e-08,-0.005158441733120804,-0.0041606593367408615,1.7896242551625285,1.9441141286451502
2015-12-01,0.009490643702849978,-1.4529948020503796,0.0370800312276247,0.0015342665347412,2,Chop,0.9997506063464405,0.999502886661636,0.0023284961072094707,0.11826576357535412,1.2683298654257291,1.2683298654257291,1.2405862919749884,0.011773962479774427,0.0007871069338045711,1.5742138676091422e-07,0.011773805058387666,0.009490643702849978,1.8106949422705745,1.9625650231577978
2015-12-02,-0.010257380408348045,-1.180198977615157,0.3848282747461449,-0.0007849413556025,0,Bull,1.0,1.0,1.0257003819263904e-73,0.12320878311072445,1.2174456740247082,1.2174456740247082,1.2683298654257291,-0.013009741912940586,0.027743573450740744,5.548714690148149e-06,-0.013015290627630734,-0.010257380408348045,1.787128221358942,1.94243424713915
2015-12-03,-0.014101793617143796,-0.0313438398617744,2.014496830796314,-0.0035765981148718,1,Bear,0.9922623658338768,0.9849429703648476,0.04695242462533644,0.13206649331609974,1.1357914958866713,0.6,1.2174456740247082,-0.017168167635180955,0.05088419140102096,1.0176838280204192e-05,-0.017178344473461157,-0.014101793617143796,1.7564283171541941,1.9150424402711217
2015-12-04,0.019315165127381816,0.4951992158444838,2.277638485577353,5.719509359980793e-05,1,Bear,0.9998519544935662,0.9997666328948795,0.0015543843764693267,0.15072551647198335,0.995186505317975,0.6,0.6,0.011589099076429089,0.6174456740247082,0.00012348913480494163,0.011465609941624147,0.019315165127381816,1.7765668391291074,1.9520318012309026
2015-12-07,-0.00607734176604883,0.696477893826434,-0.112011959590635,-0.0003261413922617,0,Bull,0.5431217036476813,0.08664144770589238,0.6926259018761177,0.1522016822054312,0.9855344423693062,0.9855344423693062,0.6,-0.003646405059629298,0.0,0.0,-0.003646405059629298,-0.00607734176604883,1.7700887568181374,1.9401686368366267
2015-12-08,-0.006741852156373923,1.4109780381561736,-0.0404589162223309,-0.0035726405641065,1,Bear,0.6096143314093853,0.21923669382176592,0.6690149866904441,0.1504195834730158,0.9972105794782296,0.6,0.9855344423693062,-0.0066443275054682786,0.38553444236930623,7.710688847386124e-05,-0.006721434393942139,-0.006741852156373923,1.7581912213677298,1.9270883067286406
2015-12-09,-0.0078101398374194045,2.628678400680072,1.3689395098672692,-0.0030831924499208,1,Bear,0.9995659248908625,0.9991318499188477,0.0037947197431394894,0.1523935448458002,0.9842936598907642,0.6,0.6,-0.004686083902451643,0.38553444236930623,7.710688847386124e-05,-0.0047631907909255035,-0.0078101398374194045,1.749816621133425,1.912037477574034
2015-12-10,0.0025781488085669193,2.3978078266863494,0.1196514485535163,0.0002527960352213,1,Bear,0.8261592346915982,0.6523184761161771,0.46192439308399696,0.15235646220595814,0.9845332310041918,0.6,0.6,0.0015468892851401516,0.0,0.0,0.0015468892851401516,0.0025781488085669193,1.7525233937156166,1.916966994718777
2015-12-11,-0.019571534997787077,2.4689850036326053,2.17420562079763,-0.0075245439898124,1,Bear,0.999999991750272,0.9999999835024823,1.618208379831491e-07,0.15995385226300826,0.9377704749077166,0.6,0.6,-0.011742920998672246,0.0,0.0,-0.011742920998672246,-0.019571534997787077,1.7319436499548893,1.8794490080920359
2015-12-14,0.005039851117881995,2.3458036955928714,1.4260515974313792,-0.0053011054130263,1,Bear,0.9998466555698614,0.9996933114397153,0.0015001340550976157,0.156107027771889,0.9608792258807664,0.6,0.6,0.003023910670729197,0.0,0.0,0.003023910670729197,0.005039851117881995,1.7371808928390897,1.8889211512764708
2015-12-15,0.010442735979937579,2.3180549032143243,0.7510726092538309,-0.001864187785764,1,Bear,0.9878230186439457,0.9756460404668101,0.06578125571935536,0.15096738311992225,0.9935921051293987,0.6,0.6,0.006265641587962547,0.0,0.0,0.006265641587962547,0.010442735979937579,1.7480654456870761,1.9086466561461706
2015-12-16,0.01452622376742744,2.178922979282329,1.496407027496606,0.0026030849352053,1,Bear,0.9962718674915647,0.9925437438012559,0.024568447133229705,0.15964512274778453,0.9395839811340658,0.6,0.6,0.008715734260456465,0.0,0.0,0.008715734260456465,0.01452622376742744,1.763301119581571,1.9363720845663022
2015-12-17,-0.015355888664267025,1.8728183190524328,0.935625289361428,-0.0009837225593614,1,Bear,0.9982704749272805,0.9965409810554026,0.01272802168015411,0.1587359062929945,0.9449657831236382,0.6,0.6,-0.009213533198560215,0.0,0.0,-0.009213533198560215,-0.015355888664267025,1.747054886177248,1.9066373704231072
2015-12-18,-0.01797525957419446,1.7189878156175025,2.062063756864504,-0.0006644674746429,1,Bear,0.9999916730623202,0.9999833601080177,0.00010582220610117358,0.1698637994064269,0.883060431499595,0.6,0.6,-0.010785155744516675,0.0,0.0,-0.010785155744516675,-0.01797525957419446,1.7282126271356075,1.8723650687758924
2015-12-21,0.008215103517131866,1.616414568757704,-0.6177256174896555,-2.941699479293014e-05,0,Bull,0.7511625500368505,0.5023266463236261,0.5610744288738165,0.1725600214490523,0.8692627570418269,0.8692627570418269,0.6,0.00492906211027912,0.0,0.0,0.00492906211027912,0.008215103517131866,1.7367310945145276,1.887746741637748
2015-12-22,0.009033511892718749,1.537910826041726,-0.4650789882773355,-0.0003112618122366,0,Bull,0.9633210190314381,0.9266445487456667,0.15726877252434565,0.17662124287210018,0.8492749658013793,0.8492749658013793,0.8692627570418269,0.007852495453634832,0.2692627570418269,5.3852551408365385e-05,0.007798642902226467,0.009033511892718749,1.7502752401378394,1.9047997242787738
2015-12-23,0.012306836149331379,1.3140599992354816,-0.4801230240784677,-0.0007551393358559,0,Bull,0.9807001935100769,0.961411749479615,0.09539730132845219,0.18277535271458198,0.8206795816405111,0.8206795816405111,0.8492749658013793,0.010451887849846585,0.019987791240447583,3.997558248089517e-06,0.010447890291598497,0.012306836149331379,1.7685619238269008,1.9282417823827644
2015-12-24,-0.001651405335635465,1.2011759847699877,-1.617178241612021,0.0019857573298704,0,Bull,0.9977170343687489,0.9954544094742096,0.0162822642349619,0.1828141616499617,0.8205053626381981,0.8205053626381981,0.8206795816405111,-0.0013552746399682213,0.028595384160868154,5.719076832173631e-06,-0.0013609937168003949,-0.001651405335635465,1.7661549221608,1.9250574736149424
2015-12-28,-0.0022872938007692184,1.1458148344783343,-1.3871189593971074,0.0051233504845554,0,Bull,0.9989437603849188,0.997905461740281,0.008385038215805437,0.18279031333102894,0.8206124124769869,0.8206124124769869,0.8205053626381981,-0.00187673682946025,0.00017421900231306964,3.4843800462613926e-08,-0.0018767716732607125,-0.0022872938007692184,1.7628402526322986,1.9206543015894186
2015-12-29,0.01061492811865838,1.1127375867116944,-0.8443096848869259,0.0056033154048607,0,Bull,0.9987212284511202,0.9974586958444875,0.009883983268852089,0.18662034854618864,0.8037708704786547,0.8037708704786547,0.8206124124769869,0.008710741771722057,0.00010704983878884189,2.1409967757768377e-08,0.0087107203617543,0.01061492811865838,1.7781958611154227,1.941041908941582
2015-12-30,-0.007112598862820576,0.9980647523488048,-1.318655192507383,0.0023740932537528,0,Bull,0.9966364944549139,0.9933437845416173,0.02285562133139701,0.1847019130693312,0.8121193630717555,0.8121193630717555,0.8037708704786547,-0.0057168997793347835,0.01684154199833221,3.3683083996664422e-06,-0.00572026808773445,-0.007112598862820576,1.7680241040773428,1.927236056467357
2015-12-31,-0.010054001522915053,0.941780463878909,-0.3850493219652995,-0.0020980742806963,0,Bull,0.9252449868496584,0.8507039217066978,0.26723512054770404,0.18456579040426085,0.812718324839342,0.812718324839342,0.8121193630717555,-0.008165049313112233,0.008348492593100776,1.6696985186201552e-06,-0.008166719011630854,-0.010054001522915053,1.7535851480135527,1.9078596222206174
2016-01-04,-0.014078366088825034,1.3278210320585924,1.450010816670111,-0.0045834664313343,1,Bear,0.9977028783206503,0.9954095119448311,0.0162798657680187,0.18454346986385708,0.8128166231547462,0.6,0.812718324839342,-0.011441746104184882,0.0005989617675865588,1.1979235351731177e-07,-0.0114418658965384,-0.014078366088825034,1.73352086191182,1.8810000760129082
2016-01-05,0.0016902850083475183,1.1810973264073448,-0.4208682569197136,-0.0037879506695109,1,Bear,0.63179806130397,0.2636138443599247,0.6581856865124287,0.16897032517400457,0.8877298415892314,0.6,0.6,0.0010141710050085109,0.21271832483934205,4.254366496786841e-05,0.0009716273400406424,0.0016902850083475183,1.7352051981757843,1.8841795022420935
